Q_target Mean,Q_target Std,Q_target Max,Q_target Min,Actor Loss,Critic Loss,Actions Mean,Actions Std,Actions Max,Actions Min,Mid Actions Mean,Mid Actions Std,Mid Actions Max,Mid Actions Min,Latent Actions Mean,Latent Actions Std,Latent Actions Max,Latent Actions Min,Latent Actions Norm Mean,Latent Actions Norm Std,Latent Actions Norm Max,Latent Actions Norm Min,Perturbation Norm Mean,Perturbation Norm Std,Perturbation Norm Max,Perturbation Norm Min,Current_Q Mean,Current_Q Std,Current_Q Max,Current_Q Min,Training Epochs,Eval_critic/Reward,Eval_critic/Return,Eval_critic/Average_Q,Eval_critic/Error Mean,Eval_critic/Error Std,Eval_critic/MSE,Eval_critic/Positive Error Percentage,Eval_critic/Positive Error Mean,Eval_critic/Positive Error Std,Eval_critic/Negative Error Mean,Eval_critic/Negative Error Std,AverageReturn
11.3071375,4.671868,23.18668,-0.3586415,-12.391498,1.3069394,0.31683257,0.6210892,1.0,-1.0,0.2845588,0.6097006,0.9982262,-0.9985161,-0.4003484,1.8537899,2.0,-2.0,6.5660496,0.22087015,6.9264145,5.6659327,0.119832374,0.0042677727,0.122474514,0.1047176,11.318073,4.629535,22.252995,0.88927656,1,-4.551507073280797,-3.2710607205655253,2.7651603,6.036221112111331,3.1260647293113646,46.20824600614309,0.9938837920489296,6.078447362915997,3.088828957651614,-0.8255446436469637,0.062158052622676756,-5.886888990091848
22.060747,9.069927,40.901943,-1.6058624,-23.616629,23.634724,0.3085605,0.6216978,1.0,-1.0,0.27648452,0.6112303,0.99675936,-0.9987174,-0.524158,1.8214409,2.0,-2.0,6.560146,0.27046853,6.9266157,5.8888593,0.11852742,0.004754094,0.122474514,0.1056091,22.158384,8.373347,38.319458,-1.926176,2,-4.935466028389144,-3.201822714154003,2.7127578,5.91458041990891,4.439044143987039,54.68737445583548,0.9923664122137404,5.994228121764347,4.360482846271135,-4.43962082129795,1.241062040652603,-4.533974347924902
33.28059,12.51646,67.24358,-2.532892,-34.430668,8.3210745,0.45638,0.5252024,1.0,-0.9473986,0.41595572,0.52914417,0.9969406,-0.9973986,-0.17542495,1.8535429,2.0,-2.0,6.442367,0.30437562,6.900816,5.346626,0.11479817,0.0059043635,0.122474514,0.09856187,33.263527,12.132858,64.78613,-2.2376633,3,523.0375983834608,148.80884097731027,31.867199,-116.94164249718773,49.9381271931998,16169.164297504265,0.053591790193842644,24.58458143671234,15.586298305135156,-124.95577806934834,37.720545078483156,518.8530924594626
42.084305,12.439535,68.66639,6.6387334,-44.323387,10.47011,0.30017164,0.5660447,1.0,-0.9794352,0.288558,0.54234385,0.99580884,-0.9662774,-0.1755556,1.7779634,2.0,-2.0,6.1746106,0.421753,6.9259048,5.0161967,0.11409896,0.008120827,0.12246027,0.08475246,42.932426,12.398934,72.141884,9.923635,4,354.2669794272932,111.41415087709761,43.862442,-67.55170908767474,56.91133903557381,7802.133911487866,0.18857408267533673,28.65613023272809,17.81097348012275,-89.91025674885593,35.59381491329424,363.18064456961986
56.8588,16.786314,106.37139,-0.38884082,-58.748394,36.3298,0.2463353,0.5830284,1.0,-1.0,0.24022159,0.5625659,0.9938384,-0.9940094,-0.15435405,1.8388891,2.0,-2.0,6.383208,0.34455398,6.918012,5.5786276,0.11608029,0.0069081667,0.122473866,0.087717965,57.112778,15.819073,105.90589,8.500127,5,371.75831247563923,82.39104423775636,50.11357,-32.27747724722489,45.4907560052775,3111.2444193768106,0.2825007303534911,28.787119677313434,16.677083105657456,-56.32041911450035,26.989901733160156,385.0882479876358
68.87602,21.169651,124.55264,-3.2763767,-70.85873,35.589333,0.16212252,0.6275451,1.0,-1.0,0.17177957,0.6049651,0.99487734,-0.99812347,-0.10512996,1.8299221,2.0,-2.0,6.334159,0.4409546,6.900589,4.5309305,0.113121994,0.0078451745,0.12246,0.08099002,69.33806,20.331238,116.75493,1.8733546,6,297.71086281195636,85.31214334561058,63.6707,-21.641439467930944,46.65515795024988,2645.0556656068834,0.32285974499089254,36.35390313103964,23.882318128010496,-49.29355641659951,23.963946518467544,191.71380358369282
81.06706,21.53402,132.18343,2.566357,-81.61448,24.535982,0.29023406,0.5920338,1.0,-1.0,0.2852154,0.5692995,0.9956921,-0.99787015,-0.105003744,1.8195734,2.0,-2.0,6.2994924,0.4229486,6.8997393,4.55984,0.11120139,0.008839482,0.122474276,0.079743855,79.82811,20.874987,129.09122,19.391504,7,434.50084670085596,102.41356170875154,69.438934,-32.97463363115182,49.07918288096349,3496.0926553717477,0.27632398753894083,30.428621218046846,25.230045444062654,-57.18414161704902,31.05470067420129,513.3290284234415
87.3488,24.894089,149.64294,19.066925,-89.08445,18.124844,0.22987366,0.61439997,1.0,-1.0,0.22904964,0.5884063,0.98929167,-0.99551153,-0.031212892,1.8225491,2.0,-2.0,6.296341,0.47748676,6.9057145,4.6339536,0.113627136,0.006642595,0.122468024,0.08748582,88.36535,25.271757,151.66283,25.682516,8,238.54123058508713,53.00590829343324,66.55578,13.549870361403176,39.94688504394487,1779.3526115249779,0.6342042755344418,38.35522868959386,25.808546258325205,-29.456822324485874,17.06506629249692,406.10169258428607
100.03634,28.587269,160.13326,-6.889328,-101.69232,19.555155,0.21044691,0.6124812,1.0,-1.0,0.21461019,0.58599025,0.9979945,-0.99839526,-0.05527766,1.807095,2.0,-2.0,6.245026,0.4726678,6.889518,4.500272,0.1134507,0.007590953,0.12245841,0.09110627,100.49012,28.294489,159.00256,-5.716121,9,239.45476922068588,80.40222899074793,92.87167,12.469448605436156,55.56457424636783,3242.909059703737,0.5475550779150994,55.681579516673054,33.70420986516247,-39.82646754486124,21.316907005935345,271.2138364968157
104.5981,34.072037,173.86943,-7.1261883,-106.3816,31.186712,0.11494005,0.6251156,1.0,-1.0,0.12680478,0.6001865,0.99667466,-0.9998018,-0.03352765,1.8126965,2.0,-2.0,6.2662897,0.42135233,6.9278297,4.516001,0.1132091,0.007824321,0.122462474,0.08199544,105.35297,34.067142,177.62926,-5.359864,10,281.2618628608695,99.73207458616652,111.725685,11.99360520482096,48.35488583440042,2482.0415498670077,0.46118192352259557,53.752579564118584,39.966293737530385,-23.748484676900443,14.222636401831274,243.04557046936708
114.73154,34.60674,201.95944,-6.9294214,-115.14411,58.827072,0.17039853,0.63055825,1.0,-1.0,0.17950757,0.60344803,0.98622835,-0.99733853,-0.11107062,1.8468934,2.0,-2.0,6.3978662,0.3841002,6.9233336,4.9267106,0.114891626,0.0074890605,0.122471295,0.09060714,113.10028,33.318718,203.47433,-3.8334627,11,207.23395435830145,80.52064593944935,115.50601,34.98536329263392,47.13757965541783,3445.927060488438,0.7574772431729518,54.324918258308166,36.1592040357757,-25.4183405545792,16.16567378936072,212.6971469671417
130.27489,37.411213,200.81114,3.359094,-130.94588,63.802456,0.15866417,0.6223299,1.0,-1.0,0.17233251,0.5990594,0.9863601,-0.99834645,0.005755212,1.8634809,2.0,-2.0,6.4419646,0.41499284,6.914352,4.514715,0.114678994,0.0066791987,0.12247423,0.09585107,128.18143,36.463512,189.88092,-14.247878,12,289.6787261895366,111.68386003160408,143.58989,31.90602373721183,53.732969027246824,3905.2263112025903,0.6664184661206255,59.85105467715005,42.723303666016506,-23.921660841459406,18.218873838034348,323.2149955810433
135.72806,34.57202,210.54344,1.5994002,-138.67993,92.783646,0.23925446,0.61315024,1.0,-1.0,0.2387583,0.5858498,0.9868189,-0.9974347,-0.029803226,1.8207451,2.0,-2.0,6.2923694,0.4450832,6.925523,4.8654604,0.11428318,0.0074996785,0.12246752,0.091939,135.68443,32.71683,211.49997,12.635774,13,168.8086618823908,61.53894079618098,148.3009,86.7619762016025,40.14432144352457,9139.207058568465,0.9858281665190434,88.2295361848881,38.47028455165125,-15.325165135702967,13.951667309083,249.08594283288411
145.02022,44.718826,231.38164,13.525162,-147.64185,81.47426,0.22183365,0.62311757,1.0,-1.0,0.22535817,0.59593564,0.9965421,-0.9977775,-0.006337015,1.8560461,2.0,-2.0,6.4126606,0.46600935,6.9154654,3.6140063,0.11464091,0.008320872,0.12247446,0.079086505,145.14635,43.624245,232.70244,9.670661,14,268.24309661267614,91.35718330228633,153.99593,62.63873701002512,51.93932188624687,6621.304532214253,0.936259771497294,67.49178906130294,50.0666361112495,-8.646187931857606,8.72408735024301,230.15349479297538
