Q_target Mean,Q_target Std,Q_target Max,Q_target Min,Actor Loss,Critic Loss,Actions Mean,Actions Std,Actions Max,Actions Min,Mid Actions Mean,Mid Actions Std,Mid Actions Max,Mid Actions Min,Latent Actions Mean,Latent Actions Std,Latent Actions Max,Latent Actions Min,Latent Actions Norm Mean,Latent Actions Norm Std,Latent Actions Norm Max,Latent Actions Norm Min,Perturbation Norm Mean,Perturbation Norm Std,Perturbation Norm Max,Perturbation Norm Min,Current_Q Mean,Current_Q Std,Current_Q Max,Current_Q Min,Training Epochs,Eval_critic/Reward,Eval_critic/Return,Eval_critic/Average_Q,Eval_critic/Error Mean,Eval_critic/Error Std,Eval_critic/MSE,Eval_critic/Positive Error Percentage,Eval_critic/Positive Error Mean,Eval_critic/Positive Error Std,Eval_critic/Negative Error Mean,Eval_critic/Negative Error Std,AverageReturn
21.954823,4.94584,30.162746,3.7318237,-22.28663,1.7516658,-0.026709022,0.8762581,1.0,-1.0,-0.045375537,0.8735573,0.99997264,-0.9962485,-0.36490357,1.8566507,2.0,-2.0,6.5438867,0.37580302,6.9281664,4.8358727,0.10631368,0.016747713,0.122474514,0.05586695,21.921297,4.9665093,30.40031,4.0868645,1,4199.724004780472,427.9427123526196,23.559883,-404.38283045210653,27.375640336034017,164274.899248265,0.0,0,0,-404.38283045210653,27.375640336034017,4156.076639116256
40.172955,8.226863,52.09613,4.422933,-40.90586,2.9924545,-0.19647013,0.87359935,1.0,-1.0,-0.19393222,0.85918576,0.99990314,-0.99672246,-0.021846492,1.9076664,2.0,-2.0,6.6012783,0.3148831,6.9224863,5.224488,0.10047234,0.01405693,0.12247371,0.053199675,40.253677,8.056415,53.830814,7.2603855,2,4015.9539043670325,408.8063810888887,41.00903,-367.7973538817883,95.87464803275462,144466.84165785,0.0,0,0,-367.7973538817883,95.87464803275462,4315.715529824235
58.092354,11.573313,73.95372,12.672666,-58.162224,6.6977825,-0.14484733,0.88186276,1.0,-1.0,-0.1407322,0.86488247,0.9999725,-0.9936081,-0.053237688,1.9207817,2.0,-2.0,6.653242,0.20298709,6.927572,6.075019,0.10409178,0.011734694,0.122474484,0.06111056,58.15684,11.239796,72.91666,10.538531,3,4082.776813614049,413.1110270521214,58.8987,-354.2123235807946,91.40115663369822,133820.54161048337,0.0,0,0,-354.2123235807946,91.40115663369822,4080.749774151045
74.16556,15.57509,95.698364,12.464087,-75.32172,25.19242,-0.07168141,0.8978999,1.0,-1.0,-0.067064695,0.8791008,1.0,-0.9996567,0.070645444,1.9073966,2.0,-2.0,6.608205,0.22237778,6.9252343,5.5639133,0.098404035,0.015658073,0.12247444,0.053258166,75.24619,15.126327,94.79294,14.068965,4,4102.842445264147,416.3031655907786,78.63224,-337.67093692886,77.16479358319488,119976.06701515119,0.0,0,0,-337.67093692886,77.16479358319488,4329.99003404552
94.65077,17.0298,114.510574,15.074984,-94.928535,11.062971,-0.0807622,0.8952145,1.0,-1.0,-0.07645731,0.8752661,0.99995166,-0.9956647,0.11483467,1.8915278,2.0,-2.0,6.5601177,0.24005513,6.9208045,5.6562347,0.09671678,0.017973106,0.1223649,0.05345151,94.48545,16.687056,113.38163,15.191595,5,4236.103529487909,429.71729469551246,97.419785,-332.2975082427422,63.37606121298808,114438.15911920776,0.0,0,0,-332.2975082427422,63.37606121298808,3945.2826983941077
106.9856,27.269037,137.67337,15.417374,-107.03036,10.399642,-0.14749086,0.87923616,1.0,-1.0,-0.14260799,0.855699,0.99997425,-0.99873,0.064757325,1.9081894,2.0,-2.0,6.609622,0.23970045,6.9261994,5.6527233,0.10058553,0.015681716,0.12247449,0.06581354,106.824905,26.714338,137.06459,17.153418,6,4214.341530934817,422.0098729778277,115.19022,-306.81964656085836,61.336234020917395,97900.42911959879,0.0,0,0,-306.81964656085836,61.336234020917395,4354.438487821825
125.786415,24.575779,155.18358,16.566149,-126.96551,12.546585,-0.13892123,0.88118106,1.0,-1.0,-0.13187584,0.8579829,0.9998923,-0.9979939,0.051432826,1.910863,2.0,-2.0,6.618007,0.22471176,6.923883,5.9188204,0.10169932,0.014332414,0.12247223,0.05725246,126.36496,25.173582,157.15524,11.845273,7,4302.565353627459,436.9237569217698,136.81473,-300.1090215560929,31.42438768995986,91052.91696104429,0.0,0,0,-300.1090215560929,31.42438768995986,4337.91566301965
137.41835,30.593817,171.59906,22.191183,-138.46404,20.535908,-0.12955916,0.8859739,1.0,-1.0,-0.122630514,0.8641304,0.9999859,-0.9954108,0.0561372,1.8915234,2.0,-2.0,6.548129,0.30683157,6.924856,5.381663,0.09944619,0.01395647,0.12247317,0.05413827,136.98412,30.770298,171.34926,21.149393,8,4164.4912787001,420.8589077742368,149.12685,-271.7320534065992,55.177080139364,76882.81902127268,0.0,0,0,-271.7320534065992,55.177080139364,4236.232078731954
157.9784,32.372463,190.79341,27.364357,-160.06049,64.765594,-0.15483233,0.88581204,1.0,-1.0,-0.14829798,0.8649888,0.9999833,-0.999163,0.12020919,1.8834834,2.0,-2.0,6.5329742,0.252498,6.9261637,5.613877,0.09993292,0.016981617,0.1224742,0.053570397,159.0415,31.575691,194.82967,29.492022,9,4334.253460124613,441.26340893077764,172.87267,-268.39075427303237,30.690355103637383,72975.49487563461,0.0,0,0,-268.39075427303237,30.690355103637383,4415.475588778847
171.34802,40.067688,210.35674,29.015823,-171.32199,65.13706,-0.13129832,0.89091766,1.0,-1.0,-0.12500232,0.8691968,0.99996597,-0.99894804,0.09939444,1.8954767,2.0,-2.0,6.5706115,0.24414289,6.928105,5.9759336,0.099436134,0.016625185,0.122474514,0.054140206,169.23846,38.489388,205.25896,28.614918,10,4176.467266819653,422.0678427188004,180.14854,-241.9193027096833,60.51180709093971,62186.627820950474,0.0032,18.552039428399368,12.981053220456598,-242.7554867935937,58.77407281494625,3945.7641699543346
192.7495,29.875023,225.30386,35.18643,-194.448,37.693466,-0.06357118,0.88574547,1.0,-1.0,-0.05738772,0.8652269,0.99991244,-0.99654704,0.16883036,1.8979794,2.0,-2.0,6.5957117,0.2579347,6.926804,5.1388235,0.09886742,0.017424595,0.122474484,0.0551208,193.8026,30.26472,225.0174,33.696133,11,4055.083933234039,412.2180076251296,192.24582,-219.97218290036,64.81487944788995,52588.72984779394,0.0046,25.3919691662045,16.255604687076758,-221.10607389845742,62.7667053604337,3842.1847993065844
203.64458,34.12804,244.25476,39.87873,-204.61295,50.65075,-0.10534119,0.8772094,1.0,-1.0,-0.0977201,0.857382,0.9999762,-0.99841714,0.1669886,1.8798171,2.0,-2.0,6.5297637,0.31836107,6.923133,5.5955834,0.0993923,0.018156761,0.122474335,0.05416002,203.37067,33.920654,242.78175,36.082973,12,4346.681831180292,445.13080425301314,221.24068,-223.89011655159715,22.02659955119731,50611.95537727654,0.0,0,0,-223.89011655159715,22.02659955119731,4378.356841014443
224.63316,28.61835,259.14304,39.43264,-225.6878,42.80474,-0.12751356,0.8873888,1.0,-1.0,-0.121460505,0.8661951,0.9999792,-0.99683213,0.16592157,1.8935684,2.0,-2.0,6.5781775,0.29181466,6.9267163,5.4104166,0.098852605,0.017055847,0.1221027,0.055533275,225.77081,28.577053,261.04623,39.623154,13,4365.2582978136825,444.1188358538768,237.2244,-206.8944135401866,26.422558472240116,43503.4499503567,0.0,0,0,-206.8944135401866,26.422558472240116,4233.46382401174
230.28197,51.040867,274.0187,40.636353,-231.72711,46.695366,-0.1602193,0.881712,1.0,-1.0,-0.15297243,0.8589314,0.9999506,-0.9976078,0.14587176,1.8769441,2.0,-2.0,6.5152755,0.2855974,6.9242353,5.068891,0.09962759,0.01658562,0.122474514,0.05889219,230.09743,50.31693,276.12973,42.88244,14,4333.892129813661,441.28058540728483,252.12164,-189.15891983492767,27.72725437049951,36549.89758804297,0.0006,10.622991968110881,4.730925536909748,-189.27886094667653,27.299675908449444,4200.970343550081
246.45789,50.845547,292.2572,40.685837,-246.81477,47.114086,-0.10321281,0.88938916,1.0,-1.0,-0.09826164,0.86609745,0.9999602,-0.9952297,0.0066398876,1.8867953,2.0,-2.0,6.5288696,0.30716097,6.912532,5.511286,0.09884072,0.016995063,0.12247422,0.058748115,244.02155,49.944298,291.37753,37.112423,15,4167.629787054435,421.70526712838466,256.97485,-164.73042148476898,41.77856109550909,28881.55992976083,0.0074,56.25912664723856,33.729590427312274,-166.37793574648254,37.191146881756296,4157.96097426448
252.48373,61.660515,302.50522,42.27301,-254.34566,38.906864,-0.057511166,0.8888245,1.0,-1.0,-0.05073797,0.867045,0.99995905,-0.9983123,0.0886933,1.8975501,2.0,-2.0,6.5740724,0.2904068,6.914618,5.0119195,0.09695139,0.017890524,0.122474514,0.053562574,253.57402,60.648773,302.98996,45.96286,16,4354.102073074424,444.5311369356248,280.21176,-164.31938216877904,25.57545143068186,27654.963072212428,0.0,0,0,-164.31938216877904,25.57545143068186,4387.900079961129
277.31067,45.314358,318.34097,48.763794,-279.40613,68.09239,-0.054964956,0.8930795,1.0,-1.0,-0.049614612,0.8700396,0.9999724,-0.99473923,0.035730276,1.8937328,2.0,-2.0,6.5565453,0.24842331,6.926384,5.763929,0.10009357,0.015963128,0.12230197,0.053494826,276.99933,45.442215,315.73685,39.918816,17,4339.203793738697,437.8104487963922,295.6382,-142.17225582840518,34.70584815615309,21417.44622357545,0.0086,59.30692370539801,34.95017192070711,-143.92000743622316,29.14031693078078,4419.826340596291
282.67508,63.557877,334.0388,25.975845,-283.3203,74.74196,-0.13287592,0.8853987,1.0,-1.0,-0.13114303,0.86248195,1.0,-0.99956316,0.090263136,1.8999666,2.0,-2.0,6.5839996,0.25922045,6.926658,5.8325377,0.10047896,0.017010834,0.12247326,0.056047946,283.70163,63.13038,335.4831,19.884495,18,4376.339194914002,444.53664398810173,306.502,-138.03464640814573,25.748722975965496,19716.560343914844,0.0,0,0,-138.03464640814573,25.748722975965496,4378.847545208973
300.52957,57.26602,344.17938,42.250084,-302.5646,41.703835,-0.18318798,0.8829757,1.0,-1.0,-0.17996639,0.86142266,0.9999844,-0.99503356,0.052110285,1.8954521,2.0,-2.0,6.56201,0.29238304,6.920928,5.335806,0.0980253,0.016456757,0.12247449,0.040795065,301.05713,56.224525,345.60913,47.355007,19,3761.4419305041665,379.84643816813974,274.01566,-105.83079116496593,51.76805963831312,13880.088357318575,0.0184,69.23336890011939,45.39445578694413,-109.1123524375796,45.89431168937937,4384.910819917739
315.96198,51.690693,359.74792,45.240997,-317.86807,65.910515,-0.118311815,0.89922315,1.0,-1.0,-0.113946356,0.8754085,0.9999461,-0.9953962,0.16097209,1.8801867,2.0,-2.0,6.5311885,0.2752137,6.9279995,5.677077,0.096390545,0.019023683,0.12247389,0.035266273,314.1712,50.45072,355.27747,49.381954,20,4279.725413438986,429.76064360461095,328.421,-101.33963772387366,38.024224521415924,11715.563824461004,0.0183,71.53874320593364,49.56008036567755,-104.56228656875038,29.31715567689232,4350.827265552138
327.69934,46.16319,371.7726,49.865753,-328.57983,70.21609,-0.07749206,0.89560586,1.0,-1.0,-0.07652169,0.87475115,0.99999005,-0.99553484,0.05895846,1.8853351,2.0,-2.0,6.5278454,0.2877592,6.9262576,5.4591875,0.09578915,0.019482827,0.12247386,0.032694984,327.0791,46.580566,368.98883,45.58944,21,4372.861003657556,445.6224441391417,345.87827,-99.7441969253966,26.683552903494462,10660.91681584588,0.0025,6.982388577270408,4.48079958127381,-100.01168210209501,26.174927681994916,4368.5955475105375
332.205,61.68462,392.78583,54.30854,-334.40692,73.75862,-0.07206436,0.8854673,1.0,-1.0,-0.07237351,0.86394304,0.9999689,-0.9970874,0.06585644,1.8744575,2.0,-2.0,6.4901032,0.30609015,6.9243755,5.5407376,0.09740175,0.016470702,0.12247424,0.05403262,330.84308,60.802402,386.92093,52.611877,22,4176.675476501263,420.8915249136585,342.1156,-78.77590780779298,36.11331799809688,7509.815387773565,0.0253,51.56908399239969,49.41059525254442,-82.15923425956774,28.674139961192974,4314.62955538993
348.09933,48.70139,396.86676,49.045708,-350.86615,54.648834,-0.10843623,0.8825674,1.0,-1.0,-0.10940206,0.8599002,0.99992365,-0.99845433,0.036219914,1.8724687,2.0,-2.0,6.4804254,0.30580482,6.9264393,5.7076964,0.101032525,0.015032225,0.12247327,0.056731742,348.23703,48.900692,399.00803,51.058052,23,4093.52338787185,416.24456034043885,343.0046,-73.23994092935185,32.93134498952334,6448.562430153949,0.0153,74.33856920381972,59.0136028165714,-75.53297556430412,26.52454187300793,4360.968927944438
359.76624,51.99828,406.89838,54.637653,-362.47943,62.03894,-0.14053869,0.8875825,1.0,-1.0,-0.14084001,0.8665887,0.9999926,-0.9977514,0.03875212,1.8941039,2.0,-2.0,6.5560703,0.29582602,6.925334,5.162002,0.098597534,0.017698992,0.12247447,0.05056928,360.17862,51.704407,405.93137,51.736874,24,4330.399143677763,437.943042781034,376.94055,-61.00251996456671,33.32159424771198,4831.6360852365115,0.0363,44.310245197086196,48.84837207531067,-64.96936999607858,25.07539661134776,4312.930556647597
356.2614,80.45408,420.65698,43.514763,-358.58667,67.07347,-0.056751627,0.8870417,1.0,-1.0,-0.05805056,0.86581385,0.9999571,-0.9990221,-0.13668446,1.8670504,2.0,-2.0,6.477854,0.30352777,6.926514,5.598328,0.0973054,0.018938959,0.122474514,0.05155306,355.38507,80.41516,415.88538,48.3709,25,4301.473311246603,442.226358216717,389.6627,-52.56367209611159,27.567108712435285,3522.885106990765,0.035,14.6365888918603,10.57612178821432,-55.000987261478436,24.773426453699347,4289.30074595168
369.61777,74.639854,426.30438,49.583378,-373.1522,88.47426,-0.035119332,0.889623,1.0,-1.0,-0.034104448,0.8674487,0.9999774,-0.998545,-0.008067668,1.8802689,2.0,-2.0,6.5057483,0.31774402,6.924337,5.519129,0.09743395,0.018501768,0.12247413,0.046134334,369.46207,73.68804,428.50427,56.607334,26,4393.523228168582,444.1113324330946,403.47797,-40.63337337547749,30.269365418671693,2567.3055147200407,0.0823,27.487895273484096,24.065484687065986,-46.74253803692409,22.203124613726512,4339.716705802305
382.45062,70.78953,437.6857,49.006798,-384.968,85.405945,-0.09033063,0.8850213,1.0,-1.0,-0.08872884,0.8620871,0.99996656,-0.99993676,-0.024387525,1.8901273,2.0,-2.0,6.5426574,0.26783806,6.927312,5.6049705,0.09809034,0.015939828,0.122473575,0.053237434,384.04825,69.906715,436.58972,46.244377,27,4165.430647359583,422.3521877014513,388.46378,-33.88844337352463,33.96286410178856,2301.902732277144,0.1029,32.97858369057518,52.600720532012694,-41.55828740974787,19.918154497475957,4424.413449439648
