Q_target Mean,Q_target Std,Q_target Max,Q_target Min,Actor Loss,Critic Loss,Actions Mean,Actions Std,Actions Max,Actions Min,Mid Actions Mean,Mid Actions Std,Mid Actions Max,Mid Actions Min,Latent Actions Mean,Latent Actions Std,Latent Actions Max,Latent Actions Min,Latent Actions Norm Mean,Latent Actions Norm Std,Latent Actions Norm Max,Latent Actions Norm Min,Perturbation Norm Mean,Perturbation Norm Std,Perturbation Norm Max,Perturbation Norm Min,Current_Q Mean,Current_Q Std,Current_Q Max,Current_Q Min,Training Epochs,Eval_critic/Reward,Eval_critic/Return,Eval_critic/Average_Q,Eval_critic/Error Mean,Eval_critic/Error Std,Eval_critic/MSE,Eval_critic/Positive Error Percentage,Eval_critic/Positive Error Mean,Eval_critic/Positive Error Std,Eval_critic/Negative Error Mean,Eval_critic/Negative Error Std,AverageReturn
14.327807,7.667237,29.851074,-4.1493154,-14.496822,14.077345,0.24305631,0.6652351,1.0,-1.0,0.22579679,0.66061103,0.99929404,-0.99989176,0.58703053,1.7991116,2.0,-2.0,6.5500293,0.2720346,6.9018927,5.484431,0.117523365,0.006130497,0.122474514,0.09719707,14.411775,7.156831,29.166403,-3.0099015,1,647.8776702590242,220.92492716434577,14.594317,-206.3306107783261,126.89737430623524,58675.26454997388,0.036989247311827955,6.3977337887101235,4.878122037713649,-214.50150744325023,122.12943486661072,304.03131092794763
30.820322,10.543599,48.137726,2.4565089,-31.268978,7.546054,0.30572265,0.64419156,1.0,-1.0,0.27872008,0.64099175,0.99920183,-0.99997926,0.6617659,1.795836,2.0,-2.0,6.6243315,0.27158344,6.9233203,5.673453,0.11626439,0.007158876,0.122474514,0.09488225,30.913298,10.402356,49.209454,2.7397497,2,319.02706755698864,125.68425693819452,23.295925,-102.38833225224116,69.61613697139404,15329.77710821522,0.06643109540636043,11.47610281386098,8.35537548961293,-110.49072202984418,64.79257429446503,1330.5913996307897
39.183067,17.46546,72.204025,0.7293244,-38.901882,16.746153,0.28653565,0.6270255,1.0,-1.0,0.25900692,0.6269818,0.9986831,-0.9999835,0.5052545,1.860997,2.0,-2.0,6.676927,0.20428771,6.9281664,6.0232043,0.11636315,0.0068630967,0.122474514,0.09176632,38.2777,17.22122,67.55709,2.4043005,3,1176.484127683257,285.83010405697496,46.194218,-239.63588897945525,118.431610528634,71451.40565937985,0.034274746366876885,19.41439842447762,13.952578538086033,-248.82989406903263,109.77567555740825,908.0179730551556
53.29421,19.865896,83.532616,6.61241,-53.25961,19.258247,0.2700438,0.64856416,1.0,-1.0,0.23900086,0.6489899,0.99891543,-0.99998593,0.58887696,1.8308036,2.0,-2.0,6.658445,0.22029051,6.9281693,5.962804,0.11498632,0.007064679,0.1224745,0.089409344,52.50009,20.249163,84.05099,7.4593463,4,342.2950700260035,136.3216092889289,44.23217,-92.08943961703525,88.71189913770722,16350.265937598315,0.2248258391386954,20.26877153515101,14.196179458271878,-124.676992688135,73.2831633286467,1329.013917064613
63.34856,22.529999,104.92719,1.2176702,-64.470955,31.834743,0.27804726,0.6680372,1.0,-1.0,0.24975759,0.6723754,0.9999602,-0.99999714,0.61951977,1.8247623,2.0,-2.0,6.6722918,0.20799966,6.928095,5.9750214,0.11471391,0.0068490137,0.122473806,0.08712689,63.80338,22.816057,107.27594,16.5493,5,912.2284028433407,255.16574169828075,71.78421,-183.38152999260146,111.61229843515585,46086.09070440568,0.1092208234093229,21.404963040700338,14.91476622230552,-208.49095102533252,90.47043842908367,1155.8616218272675
75.18923,26.893433,116.60422,1.178693,-76.11974,36.726425,0.2835849,0.6728296,1.0,-1.0,0.25153595,0.6739973,0.99984515,-0.9999998,0.6269271,1.8162094,2.0,-2.0,6.652396,0.21321796,6.9282007,5.84926,0.11514551,0.0077233166,0.12247451,0.07336656,75.84414,26.02264,113.728065,4.8475,6,963.3555610356455,244.3100423854336,80.81988,-163.4901592882105,98.80977776930223,36492.40436690333,0.09251657720239975,24.950068381379975,16.462497873293778,-182.70135856002327,82.10889703314704,902.5306283356746
84.25311,31.228878,142.80144,-7.268145,-85.71027,27.39825,0.2840183,0.62477976,1.0,-1.0,0.2525552,0.625262,0.9970575,-0.9999973,0.6796417,1.799795,2.0,-2.0,6.66123,0.20521261,6.9272075,5.9747624,0.116019666,0.0065000867,0.12247451,0.091433376,84.691925,30.449661,141.49904,-3.94994,7,448.3674090956518,165.94494847409695,76.07878,-89.8661668500341,88.97257806668256,15992.047592150087,0.19573333333333334,22.24585518598441,15.26636918662034,-117.15072393704921,77.34701981318881,975.132831643957
98.211945,34.64201,152.7021,2.6476023,-99.454506,77.04089,0.2955134,0.6285651,1.0,-1.0,0.2643042,0.6301271,0.9990693,-0.9998585,0.5838501,1.834633,2.0,-2.0,6.6666355,0.19252542,6.92784,6.053848,0.11474966,0.0076854858,0.12247451,0.08043704,98.68628,34.072052,156.12552,8.30694,8,1058.2364666529506,268.12781807627584,104.72356,-163.40425185880034,95.43647744737643,35809.07075309785,0.0868929198361615,19.384911120575936,14.771241461542175,-180.7987989286096,80.448730392338,584.5192899351186
101.32386,33.44795,156.80725,7.348378,-102.21392,27.493513,0.29073384,0.64052474,1.0,-0.9890664,0.2579863,0.6423518,0.9996873,-0.9997258,0.63488716,1.801434,2.0,-2.0,6.61249,0.23222853,6.9273295,5.850358,0.115371436,0.0074362303,0.122474514,0.08734031,101.155075,34.160313,156.07877,12.975518,9,583.712756312849,230.49276475771734,105.41866,-125.07410241564796,114.50226509022137,28754.299805871327,0.217680608365019,22.0251754883113,19.589105529925355,-166.0045211762879,94.63580730367403,912.5703772595683
111.34783,38.849648,170.85524,-0.66141707,-113.39287,49.368683,0.33698386,0.6276906,1.0,-1.0,0.30527818,0.6294684,0.9998964,-0.9999899,0.5492699,1.8475215,2.0,-2.0,6.673407,0.2145492,6.928153,5.9699936,0.11337327,0.007946102,0.122474514,0.09275215,112.12316,38.250355,170.51218,27.549246,10,900.0650497491486,259.3140446960549,126.05129,-133.2627648909829,99.37882110324486,27635.114590260135,0.16637539321915415,25.587491317063723,17.93762237674774,-164.9662122515826,75.77475236904745,571.0155200209769
