replay_buffer/size,trainer/QF1 Loss,trainer/QF2 Loss,trainer/Num Q Updates,trainer/Num Policy Updates,trainer/Policy Loss,trainer/Q1 Predictions Mean,trainer/Q1 Predictions Std,trainer/Q1 Predictions Max,trainer/Q1 Predictions Min,trainer/Q2 Predictions Mean,trainer/Q2 Predictions Std,trainer/Q2 Predictions Max,trainer/Q2 Predictions Min,trainer/Q Targets Mean,trainer/Q Targets Std,trainer/Q Targets Max,trainer/Q Targets Min,trainer/MMD Loss Mean,trainer/MMD Loss Std,trainer/MMD Loss Max,trainer/MMD Loss Min,trainer/Action Divergence Mean,trainer/Action Divergence Std,trainer/Action Divergence Max,trainer/Action Divergence Min,trainer/Raw Action Divergence Mean,trainer/Raw Action Divergence Std,trainer/Raw Action Divergence Max,trainer/Raw Action Divergence Min,trainer/Alpha,exploration/num steps total,exploration/num paths total,evaluation/num steps total,evaluation/num paths total,evaluation/path length Mean,evaluation/path length Std,evaluation/path length Max,evaluation/path length Min,evaluation/Rewards Mean,evaluation/Rewards Std,evaluation/Rewards Max,evaluation/Rewards Min,evaluation/Returns Mean,evaluation/Returns Std,evaluation/Returns Max,evaluation/Returns Min,evaluation/Actions Mean,evaluation/Actions Std,evaluation/Actions Max,evaluation/Actions Min,evaluation/Num Paths,evaluation/Average Returns,time/evaluation sampling (s),time/logging (s),time/saving (s),time/training (s),time/epoch (s),time/total (s),Epoch
1999179,14.192846,18.171665,0,0,0.29890335,0.40139592,0.21682434,1.0869738,0.0057077333,-0.13802059,0.21468796,0.5981416,-0.66992426,3.7277467,1.7712902,7.4823337,-1.4720826,0.3489034,0.04604167,0.48346716,0.20905264,2.7202394,1.232823,9.173415,0.2388987,7.552556,5.5460196,51.690002,0.474525,1.0010005235671997,0,0,4994,173,28.86705202312139,11.137589894159005,98,12,0.2671133272230878,0.5922241470297381,4.285888167263175,-1.6746314054956168,7.710774313017921,12.884247384451214,144.94376549597763,-5.9113994131677785,0.25982672,0.68627596,1.0,-0.99999934,173,7.710774313017921,5.347377461381257,0.012975080870091915,0.04557229811325669,74.66933633480221,80.07526117516682,91.1150078130886,0
1999179,1.056073,0.98115575,0,0,0.50091165,16.378117,7.947452,34.390602,-8.939511,16.307514,7.9247937,33.97355,-8.835252,16.253822,7.952392,33.587185,-8.375867,0.20969027,0.051631205,0.35794652,0.102266885,0.48032194,0.4423139,3.2424545,0.010544338,0.9032806,0.79508466,11.259686,0.03045096,3.141488790512085,0,0,9834,199,186.15384615384616,64.57297142809253,343,80,0.51981080544876,0.8666885156474232,3.335607983453057,-2.160786980299802,96.76478070661534,124.03849617472403,456.4386800883061,-21.641143194746963,0.5593863,0.30484727,0.9840119,-0.9644109,26,96.76478070661534,5.520907026249915,0.006764946039766073,0.026748367119580507,61.89108566707,67.44550600647926,158.5644902489148,1
1999179,3.5889843,3.545679,0,0,3.062779,33.632782,15.953784,63.626534,-12.30878,33.593838,16.000555,62.923298,-13.66016,33.680336,16.025951,65.596214,-12.538174,0.21659787,0.059712198,0.43099365,0.08573779,0.4710567,0.48292953,4.0079803,0.007459674,1.0106885,0.9781635,7.418928,0.016680151,18.420692443847656,0,0,14694,222,211.30434782608697,35.59486379974638,279,110,0.6142310735244829,0.7613147965977012,3.5808708858902984,-1.2537144212053328,129.78969640560808,99.35314344506025,411.5650832176229,3.602415698677327,0.66050476,0.17202306,0.96009415,-0.96323645,23,129.78969640560808,5.602037237025797,0.011869786772876978,0.043283211067318916,70.33478689007461,75.9919771249406,234.5592284426093,2
1999179,18.248543,17.95206,0,0,23.501797,51.597576,21.287636,100.84647,-1.335206,51.71518,21.32397,100.98693,-0.84639055,51.91467,21.385555,101.044106,-3.1277976,0.2036742,0.053248294,0.38962555,0.09166913,0.37102932,0.37811753,3.177432,0.00259569,0.8192955,0.82652515,6.275974,0.020830734,153.26243591308594,0,0,19656,246,206.75,50.18486657682108,342,123,0.4796772812865816,0.7105553556969394,3.5326077200468315,-1.3921526047779729,99.17327790600075,82.67115863820543,393.3246728967362,-12.443179707532716,0.62633175,0.1789176,0.9672055,-0.9610789,24,99.17327790600075,5.612664307001978,0.0051888590678572655,0.01763021992519498,66.75506640411913,72.39054979011416,306.9535509403795,3
1999179,35.599392,33.700474,0,0,222.2186,71.600555,25.40569,127.5292,-1.2413281,71.583786,25.38764,125.69744,-1.9129429,71.50682,25.164305,130.77733,-3.5630307,0.20291173,0.055007443,0.39771646,0.07829296,0.36597687,0.405176,3.8754046,0.0026839348,0.79532456,0.8010424,6.622613,0.006934818,1456.5047607421875,0,0,24602,285,126.82051282051282,35.01565349212556,227,90,-0.190973561146609,0.8900030176340761,1.3333383915873847,-2.981280766391352,-24.219364959772516,43.91713200008896,111.85513577836429,-91.65884805870226,0.5285942,0.3194175,0.9874598,-0.9529603,39,-24.219364959772516,5.450461847241968,0.007447006646543741,0.02630941988900304,60.82153647299856,66.30575474677607,373.2612878968939,4
1999179,15.282102,15.287892,0,0,2353.9836,90.58949,29.221994,159.27151,-0.11873321,90.63849,29.19869,157.16089,5.2476106,90.60165,29.095098,156.06044,1.8781385,0.21277042,0.05774424,0.38011423,0.098963656,0.3723948,0.43591836,5.242581,0.0056604305,0.82893693,0.88350636,7.89441,0.026490219,14496.1064453125,0,0,29597,329,113.52272727272727,22.813959678195875,204,87,-0.21348927500763298,0.876388329042599,1.3876679130647906,-2.854091015537556,-24.23588474234379,20.70057669777382,90.45927108669034,-52.08176839729973,0.49834952,0.40458652,0.9911866,-0.9995399,44,-24.23588474234379,5.426662085112184,0.008026473224163055,0.036704109981656075,78.80395875778049,84.2753514260985,457.53930813167244,5
1999179,31.429356,31.92295,0,0,3702.402,102.415886,34.33051,176.98608,14.006784,102.4532,34.241795,175.57704,15.238938,102.46327,34.84573,179.86295,4.3438554,0.21808879,0.063310765,0.42922914,0.100009724,0.43277478,0.54547876,5.455395,0.004231297,0.9817776,1.2074392,13.067322,0.019030493,22026.466796875,0,0,34559,380,97.29411764705883,21.481678575417046,181,76,-0.2743361354825083,0.8639193252596052,1.4580385225482468,-3.394598057853826,-26.691292240474638,14.917022784138398,-10.404661082263088,-88.22716973323645,0.51606894,0.39857447,0.9976193,-0.98117524,51,-26.691292240474638,5.716076902113855,0.0077659678645431995,0.025876759085804224,84.23489419883117,89.98461382789537,547.5268643358722,6
1999179,45.105377,45.164368,0,0,3639.1914,119.97072,37.47421,210.0612,21.343115,119.91595,37.32201,206.31714,23.327589,120.02773,38.039043,209.63293,5.301656,0.21521905,0.061621655,0.43949792,0.09420943,0.41413426,0.49819317,3.5979462,0.0015849334,0.94074017,1.2481005,16.616005,0.011419795,22026.466796875,0,0,39517,417,134.0,48.80130702724639,232,79,0.1391687217220587,0.7689852169888541,1.369519046854695,-2.6391284204372916,18.648608710755855,48.1781951136429,117.7980003132984,-27.08864721918611,0.4886913,0.36492452,0.9903612,-0.9694887,37,18.648608710755855,5.556662395130843,0.005253321956843138,0.017589014023542404,68.250360944774,73.82986567588523,621.3593475567177,7
1999179,24.592113,24.153658,0,0,3816.5947,129.98141,42.080215,219.89822,31.448355,129.84427,42.164173,219.57036,28.213827,130.49493,41.8955,236.46875,24.438538,0.22327313,0.0604609,0.462096,0.10516562,0.45324743,0.52079296,4.3229,0.001487863,0.9781257,1.0317782,9.044192,0.025465539,22026.466796875,0,0,44334,436,253.52631578947367,180.93685098487077,1000,98,0.6017161346724899,0.5913411307165025,1.429995129711439,-1.804384954913082,152.55087477459912,203.33653884880658,998.954191692636,-3.922969232125901,0.49421456,0.32653886,0.98255664,-0.9646485,19,152.55087477459912,5.581539609003812,0.005108472891151905,0.017681623343378305,68.23347401525825,73.8378037204966,695.199031799566,8
1999179,36.93483,40.550377,0,0,3817.1362,141.4624,46.883396,217.69199,0.098800406,141.15773,46.869316,218.89313,1.41679,141.82053,47.65788,220.49307,1.0766752,0.22329772,0.062312514,0.4804528,0.09992863,0.44266838,0.49219096,3.9792483,0.0031584124,1.0024021,1.1581707,11.851475,0.013823437,22026.466796875,0,0,49310,454,276.44444444444446,266.34401777113214,1000,87,0.904142975972597,1.0323900453495116,6.14437828544899,-3.5653821848480534,249.94530269109126,329.54775751470174,978.2787818038639,-31.42805054434916,0.4481281,0.40182796,0.9992179,-0.99892247,18,249.94530269109126,5.38636194402352,0.007556726224720478,0.02576739015057683,57.83407562132925,63.253761681728065,758.4550670636818,9
