Q_target Mean,Q_target Std,Q_target Max,Q_target Min,Actor Loss,Critic Loss,Actions Mean,Actions Std,Actions Max,Actions Min,Mid Actions Mean,Mid Actions Std,Mid Actions Max,Mid Actions Min,Latent Actions Mean,Latent Actions Std,Latent Actions Max,Latent Actions Min,Latent Actions Norm Mean,Latent Actions Norm Std,Latent Actions Norm Max,Latent Actions Norm Min,Perturbation Norm Mean,Perturbation Norm Std,Perturbation Norm Max,Perturbation Norm Min,Current_Q Mean,Current_Q Std,Current_Q Max,Current_Q Min,Training Epochs,Eval_critic/Reward,Eval_critic/Return,Eval_critic/Average_Q,Eval_critic/Error Mean,Eval_critic/Error Std,Eval_critic/MSE,Eval_critic/Positive Error Percentage,Eval_critic/Positive Error Mean,Eval_critic/Positive Error Std,Eval_critic/Negative Error Mean,Eval_critic/Negative Error Std,AverageReturn
12.566107,10.425883,29.148285,-2.3521464,-12.971608,2.0907722,-0.18614705,0.7892929,1.0,-1.0,-0.17560555,0.7652799,0.9999012,-0.99906945,-0.21918102,1.8178368,2.0,-2.0,6.3315763,0.37681252,6.875747,4.870509,0.1083925,0.010489823,0.12246297,0.068854064,12.7918825,10.494029,29.805414,-0.9001229,1,332.83102646715196,25.847107670287514,3.34482,-22.502287799371697,138.17105481822006,19597.593345785324,0.8315,33.93268434443168,3.9444290921857625,-300.99296636063286,141.24688053734712,1165.176701267725
23.050772,19.058487,54.97737,-2.183326,-22.906385,4.8614235,-0.10194212,0.78288263,1.0,-1.0,-0.09604829,0.7605991,0.9998125,-0.9996781,-0.17803407,1.8040208,2.0,-2.0,6.2690625,0.364822,6.908146,5.220026,0.10651567,0.012355129,0.12244777,0.06502897,22.704233,18.868582,54.450733,-1.0377423,2,2001.2694442796178,218.28840495168214,21.781324,-196.50708022550438,179.5843552168849,70865.5732174171,0.2872,12.591677575151444,6.996090527177895,-280.7567480711109,143.21535480989226,1021.5915302539939
39.142696,27.020088,79.87393,-1.3140692,-39.134495,8.576152,-0.062319603,0.80881697,1.0,-1.0,-0.063540004,0.7826473,0.9998517,-0.9998785,0.019451335,1.7958875,2.0,-2.0,6.193523,0.5893666,6.9273825,2.414535,0.101791546,0.01684941,0.122473724,0.037204955,39.07536,27.131704,79.31879,-0.84855884,3,775.6744112378303,76.96509005564914,16.83098,-60.13411009345369,155.66305504872847,27847.09790383508,0.7058,22.27721767350971,10.713067359085397,-257.842863111546,163.41592081425182,2388.6336416110316
44.724663,32.598904,97.32576,-0.77683055,-45.737507,10.032063,-0.0892608,0.8091545,1.0,-1.0,-0.08554423,0.77936524,0.99962395,-0.9998631,0.0051407465,1.7961444,2.0,-2.0,6.2041335,0.47187275,6.9281225,4.475145,0.1052001,0.015154119,0.122464396,0.052549843,44.885624,32.769283,95.6088,-0.80355644,4,2171.8559126170303,229.36051059953812,47.297672,-182.06283852955644,165.47275827369285,60528.11090414333,0.3029,24.325001079782542,14.12635470046341,-271.7413303064447,112.43346222767975,2563.3002868694257
68.83727,37.58534,117.51326,0.24843061,-69.77884,9.687859,-0.12891287,0.81551206,1.0,-1.0,-0.12702157,0.7841951,0.9992679,-0.999639,-0.014172682,1.8103346,2.0,-2.0,6.2526913,0.48373294,6.9277496,4.6148763,0.10419768,0.015236237,0.12247412,0.055625703,68.85774,37.704853,118.63671,0.055350572,5,3966.2507639523437,414.6705134827808,94.6683,-320.0022191828773,87.17628647449091,110001.12520544874,0.0219,24.41401696638384,9.799908026723694,-327.71381878585123,71.07915136761035,4320.727263241789
73.43797,51.111588,141.38123,0.31103772,-73.9868,17.80349,-0.07021381,0.8210075,1.0,-1.0,-0.06867416,0.79109585,0.9986429,-0.99974626,-0.05222345,1.8221973,2.0,-2.0,6.2982464,0.4578797,6.928183,4.68665,0.10419516,0.016439179,0.12247448,0.050591297,73.09174,50.866787,142.97319,-0.8301089,6,3861.1353160246,407.28733489679854,111.02394,-296.26339403290314,67.16176838435956,92282.70177640957,0.0,0,0,-296.26339403290314,67.16176838435956,3140.6829915103945
85.15283,58.188553,162.65399,-2.122759,-85.96332,21.562206,-0.11099644,0.8198322,1.0,-1.0,-0.10775519,0.7896955,0.9989967,-0.99969834,-0.0075828186,1.8175035,2.0,-2.0,6.2827477,0.40938956,6.924228,4.461144,0.10455863,0.015282518,0.12247432,0.045174133,84.92278,58.343655,161.88147,-4.8418245,7,3958.0660758037093,418.1023906472535,131.13028,-286.9721090264649,73.72479006150105,87788.33602870964,0.0,0,0,-286.9721090264649,73.72479006150105,3965.0734884430085
89.84888,65.3665,178.80466,-1.0058264,-90.873436,9.922015,-0.0953001,0.8238107,1.0,-1.0,-0.09419413,0.7936078,0.9996485,-0.99992317,-0.013121169,1.820953,2.0,-2.0,6.2984424,0.34946418,6.913325,5.3815794,0.10390138,0.015234679,0.12246896,0.047815394,89.55972,65.05366,176.33508,-0.08495492,8,4027.347344445026,417.2642465723413,149.6641,-267.6001535433191,51.695513494225835,74282.26829183962,0.0,0,0,-267.6001535433191,51.695513494225835,4033.6120582908407
109.97619,69.43259,198.87288,5.0522428,-110.95069,29.162224,-0.10735733,0.8400595,1.0,-1.0,-0.10668486,0.8083681,0.999282,-0.9995464,-0.012011119,1.8409168,2.0,-2.0,6.363136,0.4241691,6.9277153,4.744779,0.10211253,0.018119497,0.12247009,0.04088062,108.39844,69.0434,199.228,5.326512,9,3112.624598389048,325.57283966559896,136.67845,-188.8943849648786,137.86464678535395,54687.74950451017,0.1986,69.69084772345357,20.862159156889902,-252.97602610775704,54.147407756703686,4207.5319450290635
116.34824,74.69279,217.93881,5.6899033,-118.01242,28.450012,-0.12725963,0.8286698,1.0,-1.0,-0.12621078,0.79621977,0.9993693,-0.99990016,-0.07397062,1.8445597,2.0,-2.0,6.3837676,0.37679648,6.927629,5.5610595,0.104404084,0.016370406,0.12247449,0.039517686,116.19771,74.605,221.9402,7.328086,10,4071.824185622034,426.72848182698635,183.68652,-243.04194929295917,42.97900166026549,60916.583699834446,0.0,0,0,-243.04194929295917,42.97900166026549,3202.485442266418
