replay_buffer/size,trainer/QF1 Loss,trainer/min QF1 Loss,trainer/QF2 Loss,trainer/min QF2 Loss,trainer/Std QF1 values,trainer/Std QF2 values,trainer/QF1 in-distribution values Mean,trainer/QF1 in-distribution values Std,trainer/QF1 in-distribution values Max,trainer/QF1 in-distribution values Min,trainer/QF2 in-distribution values Mean,trainer/QF2 in-distribution values Std,trainer/QF2 in-distribution values Max,trainer/QF2 in-distribution values Min,trainer/QF1 random values Mean,trainer/QF1 random values Std,trainer/QF1 random values Max,trainer/QF1 random values Min,trainer/QF2 random values Mean,trainer/QF2 random values Std,trainer/QF2 random values Max,trainer/QF2 random values Min,trainer/QF1 next_actions values Mean,trainer/QF1 next_actions values Std,trainer/QF1 next_actions values Max,trainer/QF1 next_actions values Min,trainer/QF2 next_actions values Mean,trainer/QF2 next_actions values Std,trainer/QF2 next_actions values Max,trainer/QF2 next_actions values Min,trainer/actions Mean,trainer/actions Std,trainer/actions Max,trainer/actions Min,trainer/rewards Mean,trainer/rewards Std,trainer/rewards Max,trainer/rewards Min,trainer/Num Q Updates,trainer/Num Policy Updates,trainer/Policy Loss,trainer/Q1 Predictions Mean,trainer/Q1 Predictions Std,trainer/Q1 Predictions Max,trainer/Q1 Predictions Min,trainer/Q2 Predictions Mean,trainer/Q2 Predictions Std,trainer/Q2 Predictions Max,trainer/Q2 Predictions Min,trainer/Q Targets Mean,trainer/Q Targets Std,trainer/Q Targets Max,trainer/Q Targets Min,trainer/Log Pis Mean,trainer/Log Pis Std,trainer/Log Pis Max,trainer/Log Pis Min,trainer/Policy mu Mean,trainer/Policy mu Std,trainer/Policy mu Max,trainer/Policy mu Min,trainer/Policy log std Mean,trainer/Policy log std Std,trainer/Policy log std Max,trainer/Policy log std Min,trainer/Alpha,trainer/Alpha Loss,exploration/num steps total,exploration/num paths total,exploration/path length Mean,exploration/path length Std,exploration/path length Max,exploration/path length Min,exploration/Rewards Mean,exploration/Rewards Std,exploration/Rewards Max,exploration/Rewards Min,exploration/Returns Mean,exploration/Returns Std,exploration/Returns Max,exploration/Returns Min,exploration/Actions Mean,exploration/Actions Std,exploration/Actions Max,exploration/Actions Min,exploration/Num Paths,exploration/Average Returns,evaluation/num steps total,evaluation/num paths total,evaluation/path length Mean,evaluation/path length Std,evaluation/path length Max,evaluation/path length Min,evaluation/Rewards Mean,evaluation/Rewards Std,evaluation/Rewards Max,evaluation/Rewards Min,evaluation/Returns Mean,evaluation/Returns Std,evaluation/Returns Max,evaluation/Returns Min,evaluation/Actions Mean,evaluation/Actions Std,evaluation/Actions Max,evaluation/Actions Min,evaluation/Num Paths,evaluation/Average Returns,time/evaluation sampling (s),time/logging (s),time/policy fn evaluation (s),time/training (s),time/epoch (s),time/total (s),Epoch
998999,38.360077,37.806324,38.357952,37.806366,0.00023204208,0.00027477852,0.0028808243,0.002517851,0.009181695,-0.0033173743,-0.0006671569,0.0022705297,0.00385822,-0.0079431385,0.002898962,0.0025119993,0.009345348,-0.003332234,-0.00066945807,0.0022759917,0.003690997,-0.008072197,0.002891016,0.002517264,0.009368496,-0.0033197384,-0.00066991505,0.0022749682,0.0040753316,-0.00792091,-0.023062391,0.62338614,0.9964641,-0.99773264,-0.32236356,0.66747093,1.9397497,-2.1978087,1,1,-4.023854,0.002907496,0.0025122042,0.009435165,-0.0031192056,-0.00066332077,0.0022597376,0.003604886,-0.0075814733,-0.32625848,0.66761434,1.9369096,-2.2020128,-4.024741,0.5083847,-2.6499805,-6.2109165,0.00014025603,0.001516487,0.0044270465,-0.0044070887,0.0002456239,0.0014330759,0.0035222587,-0.003801005,0.9998999834060669,-0.0,1000,1,1000.0,0.0,1000,1000,-0.3315649603843046,0.6857117184467993,1.8937258609164576,-2.4092641307995994,-331.564960384305,0.0,-331.564960384305,-331.564960384305,0.0054299505,0.657794,0.9985073,-0.9987163,1,-331.564960384305,1000,1,1000.0,0.0,1000,1000,-0.000607523626622715,0.012992560484267345,0.08772323071471827,-0.2171870118646918,-0.6075236266227232,0.0,-0.6075236266227232,-0.6075236266227232,0.00019238798,0.0011812102,0.002862108,-0.0011127798,1,-0.6075236266227232,0.6827920790528879,0.0030555150005966425,0.9962664740160108,25.57010567805264,27.252219746122137,34.60330811096355,0
998999,38.04359,37.6505,38.084816,37.663597,0.17324147,0.21273535,-1.8532842,1.3970613,0.9796786,-6.437325,-1.866951,1.3880163,1.1946605,-6.5443735,-1.8756317,1.4087011,1.03688,-6.6778703,-1.9077852,1.3990409,1.2172409,-6.8731427,-1.8509834,1.4019238,1.0602858,-6.6566606,-1.8653896,1.3925531,1.1512972,-6.5679097,0.017639702,0.61575663,0.99732363,-0.99739033,-0.3099395,0.65246356,1.5861213,-2.372181,1001,1001,-2.0894966,-1.8397946,1.4044265,0.8919125,-6.148844,-1.8662201,1.3834213,1.1099502,-6.051513,-1.7673249,1.5386083,1.6819427,-6.9704475,-4.011278,0.3913428,-2.988823,-5.2678404,0.0020963445,0.0089685805,0.025592383,-0.020021105,-0.05851456,0.0072216396,-0.040664185,-0.08451844,0.9047319889068604,-1.0012941360473633,2000,2,1000.0,0.0,1000,1000,-0.2479914283310673,0.540023325651687,1.4570286123572727,-2.23790960869191,-247.99142833106748,0.0,-247.99142833106748,-247.99142833106748,-0.10929882,0.66161126,0.99854356,-0.998554,1,-247.99142833106748,2000,2,1000.0,0.0,1000,1000,0.00021770488100227462,0.013610263877633049,0.15346959337179084,-0.2067856570176451,0.21770488100227464,0.0,0.21770488100227464,0.21770488100227464,0.0024555763,0.007947666,0.014367349,-0.013070255,1,0.21770488100227464,0.7108348639449105,0.0029746399959549308,1.0420825800392777,22.640517242019996,24.39640932600014,59.00275919388514,1
998999,38.39928,37.529182,38.32044,37.467194,0.28283548,0.2931749,-3.874719,2.553655,3.5310879,-12.679167,-3.8450005,2.5684838,3.654136,-12.181409,-3.9441516,2.5556347,3.35003,-12.603868,-3.9270387,2.5733697,3.5827203,-12.16486,-3.8691373,2.549067,3.3821063,-12.239088,-3.850862,2.5759711,3.4933481,-11.719505,0.011354347,0.62292516,0.99659204,-0.99615467,-0.3100482,0.686525,1.8280993,-1.9690291,2001,2001,-0.13012224,-3.8426611,2.542012,3.2579715,-12.224135,-3.8100433,2.5729392,3.4911397,-11.668521,-3.8115056,2.791684,4.6902514,-13.968638,-4.1481476,0.38388813,-3.190695,-5.5638833,0.0034306303,0.0064278482,0.018002504,-0.011524353,-0.05850437,0.0055502546,-0.04514756,-0.07842877,0.8186390995979309,-2.029749870300293,3000,3,1000.0,0.0,1000,1000,-0.3078553923020932,0.7018417806480078,2.1678513385011433,-2.5993563959818577,-307.8553923020931,0.0,-307.8553923020931,-307.8553923020931,0.12158866,0.6906038,0.9987709,-0.9992678,1,-307.8553923020931,3000,3,1000.0,0.0,1000,1000,-0.0015927290294822547,0.02551691277492399,0.14633766378762209,-0.39497342405797464,-1.5927290294822276,0.0,-1.5927290294822276,-1.5927290294822276,0.0034536577,0.005863755,0.0124762645,-0.0063036503,1,-1.5927290294822276,0.6902076610131189,0.0029944049892947078,1.056187957059592,26.91323933401145,28.662629357073456,87.66841599019244,2
998999,38.833103,37.516544,38.88051,37.487576,0.3085623,0.3083498,-5.342971,3.1980414,4.9467096,-17.224504,-5.2554684,3.1916885,5.3118134,-16.902933,-5.417347,3.211396,4.800833,-17.241096,-5.3397994,3.2022371,5.206746,-16.975857,-5.3449984,3.2007706,4.968951,-17.18335,-5.262428,3.1932325,5.4058886,-17.164713,0.011345635,0.6251025,0.99763525,-0.99386466,-0.28358728,0.68375576,1.653876,-2.4524527,3001,3001,1.3512837,-5.313114,3.2012608,4.7301874,-16.947723,-5.2259445,3.1934254,5.0640397,-16.986612,-5.4086213,3.4101002,6.3995714,-15.920443,-4.0869207,0.40737504,-3.0080667,-5.56579,0.0066494704,0.006402925,0.023806283,-0.007958924,-0.0524012,0.004899084,-0.040529855,-0.07366659,0.7407444715499878,-3.026071786880493,4000,4,1000.0,0.0,1000,1000,-0.293063365484026,0.7018400781973266,1.7730362170760054,-2.6381823924782584,-293.0633654840262,0.0,-293.0633654840262,-293.0633654840262,0.0491803,0.71214306,0.9973312,-0.99789935,1,-293.0633654840262,4000,4,1000.0,0.0,1000,1000,-0.00018886311029380525,0.008032250314131925,0.08182445681381534,-0.14064910477612746,-0.18886311029380404,0.0,-0.18886311029380404,-0.18886311029380404,0.006630299,0.0061821355,0.016163994,-0.0038317645,1,-0.18886311029380404,0.6837106260936707,0.003006277955137193,0.9992289709625766,27.298577990033664,28.98452386504505,116.65595507109538,3
998999,39.559586,37.79966,39.85706,37.948547,0.34033668,0.3413099,-7.5988708,3.9457686,3.3918355,-20.816053,-7.5754395,3.9916918,3.1923826,-21.100964,-7.693928,3.9396174,3.2344062,-20.520723,-7.6700106,4.0015407,3.0429447,-21.071257,-7.6074853,3.9237735,3.3421607,-20.653538,-7.5784698,3.9883966,3.2944,-21.115868,-0.0016012391,0.6124088,0.9978953,-0.99570143,-0.3707866,0.6227243,0.99995756,-2.0994177,4001,4001,3.6694257,-7.631442,3.913345,2.862589,-19.934813,-7.638398,3.9817324,2.7147439,-20.106737,-7.901423,4.26527,2.9926882,-22.719265,-4.0690174,0.40569234,-2.8015914,-5.312529,0.003374935,0.009911745,0.025457408,-0.016003119,-0.05102979,0.0063487985,-0.03229534,-0.06910084,0.6702686548233032,-4.027373313903809,5000,5,1000.0,0.0,1000,1000,-0.17805947685323434,0.6759859627684633,1.65083681200733,-2.417352557958059,-178.059476853234,0.0,-178.059476853234,-178.059476853234,0.016848527,0.72192776,0.99788916,-0.9990547,1,-178.059476853234,5000,5,1000.0,0.0,1000,1000,-0.0014520198835995554,0.021546795929162983,0.07867772032642228,-0.31267503435282273,-1.4520198835995561,0.0,-1.4520198835995561,-1.4520198835995561,0.0031879456,0.0094642555,0.015182483,-0.012051814,1,-1.4520198835995561,0.6801301229279488,0.0040607970440760255,0.9957866829354316,23.651541751110926,25.331519354018383,141.9908464573091,4
998999,39.39946,37.221867,39.52901,37.28252,0.36611685,0.3623942,-9.435125,4.244104,3.8321545,-23.145607,-9.391098,4.253981,3.7940762,-23.663445,-9.53085,4.2596564,3.5975556,-23.229143,-9.501778,4.26833,3.7500525,-23.775604,-9.449725,4.255706,3.6218097,-23.049625,-9.409001,4.261352,3.6854517,-23.446678,-0.014558178,0.63488543,0.99773824,-0.99570906,-0.35670683,0.66621333,1.3895569,-2.0847013,5001,5001,5.531116,-9.351236,4.19546,3.6601272,-22.515074,-9.327671,4.2421713,3.5605865,-22.770227,-9.535167,4.5194335,5.465145,-25.313293,-4.0738926,0.4444075,-2.448358,-6.093663,0.0062973797,0.006267551,0.020618359,-0.008674055,-0.048914623,0.005931494,-0.03477262,-0.073251024,0.6064959168434143,-5.036515712738037,6000,6,1000.0,0.0,1000,1000,-0.2991918866724611,0.605509560299688,1.540390987414068,-2.4341608418620106,-299.19188667246146,0.0,-299.19188667246146,-299.19188667246146,0.054327443,0.72302526,0.99798805,-0.99984044,1,-299.19188667246146,6000,6,1000.0,0.0,1000,1000,0.0005705459421286708,0.0107138339295071,0.19341408698323478,-0.08789435556248505,0.5705459421286565,0.0,0.5705459421286565,0.5705459421286565,0.00575698,0.0057796,0.014242938,-0.0047884653,1,0.5705459421286565,0.6955169300781563,0.0030217120656743646,0.994773022015579,22.778326599975117,24.471638264134526,166.46683277131524,5
998999,40.20689,37.57856,40.16829,37.61682,0.37595454,0.3772703,-11.178744,5.753203,3.4170353,-27.227797,-11.1064,5.6918926,3.6099682,-27.363136,-11.259564,5.7516413,3.6358824,-27.194717,-11.18342,5.694164,3.3165164,-27.67373,-11.159851,5.7455587,3.3918443,-26.967485,-11.093427,5.68076,3.4802217,-27.529902,-0.010531425,0.62669396,0.9987619,-0.996967,-0.30172607,0.68664825,1.4098363,-2.4928355,6001,6001,7.2686234,-11.140809,5.7647085,3.2927194,-26.66831,-11.074194,5.695999,3.5931113,-26.78339,-10.957174,5.948359,3.0199575,-28.223225,-4.059352,0.4095243,-2.999425,-5.0923576,0.005681192,0.008331679,0.027940825,-0.014070099,-0.049183663,0.0064534196,-0.035452075,-0.07673006,0.5487917065620422,-6.034971237182617,7000,7,1000.0,0.0,1000,1000,-0.1547933301090851,0.6710955692140631,2.3889618413302114,-1.953664533680048,-154.79333010908525,0.0,-154.79333010908525,-154.79333010908525,0.05118761,0.72677696,0.9990924,-0.99885225,1,-154.79333010908525,7000,7,1000.0,0.0,1000,1000,0.0008192359603354961,0.015307938045425726,0.3167734589100746,-0.03255483873858024,0.8192359603355204,0.0,0.8192359603355204,0.8192359603355204,0.00529241,0.007306247,0.01700237,-0.007856935,1,0.8192359603355204,0.6891907938988879,0.0030070459470152855,0.9968632070813328,23.24450828891713,24.933569335844368,191.40342311945278,6
998999,40.818344,37.62478,40.821217,37.65298,0.39004314,0.38218483,-13.71821,5.387484,0.0983442,-29.652964,-13.772647,5.4212723,0.7061372,-29.302988,-13.805223,5.409576,0.27414083,-29.744755,-13.85715,5.4351697,0.7552216,-29.276917,-13.704424,5.4081674,0.21953586,-29.667,-13.759122,5.4344087,0.84361595,-29.527485,0.033636972,0.6332668,0.99626464,-0.99386007,-0.3309928,0.6274535,1.2157128,-2.0617902,7001,7001,9.865021,-13.69246,5.377708,-0.1927152,-28.02569,-13.753523,5.4004827,-0.0527329,-28.361435,-13.874523,5.7304854,-1.4742389,-28.318789,-4.043484,0.41561562,-2.7551537,-5.381533,0.006340654,0.0066609248,0.021473698,-0.011795237,-0.046851754,0.005569567,-0.03410151,-0.06445749,0.4965795576572418,-7.029551029205322,8000,8,1000.0,0.0,1000,1000,-0.23564741524160882,0.6296425623396974,1.6305165783677413,-2.413961694862802,-235.6474152416087,0.0,-235.6474152416087,-235.6474152416087,-0.028711293,0.73264354,0.99888605,-0.9990867,1,-235.6474152416087,8000,8,1000.0,0.0,1000,1000,-0.0008312272402525909,0.015486999735581711,0.09662745112988994,-0.26766923249845315,-0.8312272402526,0.0,-0.8312272402526,-0.8312272402526,0.0056425463,0.0059198416,0.011900959,-0.007040244,1,-0.8312272402526,0.6813351530581713,0.002980715944431722,0.9972425120649859,22.162715848069638,23.844274229137227,215.25069335929584,7
998999,40.858562,37.476345,40.799423,37.445126,0.40692952,0.4017473,-14.945765,5.7438135,-0.00628247,-32.543953,-15.010646,5.7260847,0.36428106,-32.46649,-15.033737,5.7510357,-0.41846275,-32.190304,-15.0941925,5.735234,0.26467457,-32.59795,-14.963382,5.748105,-0.38590103,-32.55624,-15.023824,5.7277746,-0.0826451,-32.60575,0.042977314,0.62445784,0.9987285,-0.9901127,-0.28689262,0.69347495,1.504287,-2.2287848,8001,8001,11.093779,-14.886753,5.756138,-0.79539096,-31.959188,-14.944584,5.7324295,-0.16233724,-32.112007,-14.730387,6.055535,-0.123642325,-31.794573,-4.043725,0.439281,-3.0370827,-5.770073,0.005698036,0.0065200017,0.02211783,-0.011889328,-0.04118211,0.005409318,-0.028480515,-0.06334542,0.449334979057312,-8.033841133117676,9000,9,1000.0,0.0,1000,1000,-0.18429659912685184,0.6112119559041892,2.2429358307633747,-2.1686397252271674,-184.2965991268518,0.0,-184.2965991268518,-184.2965991268518,0.028656332,0.73133683,0.99910825,-0.99931175,1,-184.2965991268518,9000,9,1000.0,0.0,1000,1000,-0.0007284994083405366,0.016167585264257864,0.14819580277833766,-0.25857191060922324,-0.7284994083405382,0.0,-0.7284994083405382,-0.7284994083405382,0.0051529184,0.0060316524,0.013604842,-0.005409525,1,-0.7284994083405382,0.6979212580481544,0.0029858140042051673,1.008669022936374,25.774987743934616,27.48456383892335,242.73825411719736,8
998999,40.90096,37.699512,40.96546,37.813503,0.41353422,0.41248134,-16.701725,6.000265,-1.238326,-36.30814,-16.544453,6.028908,-1.0151508,-35.97212,-16.808746,6.022811,-1.3058255,-36.344936,-16.640976,6.0423884,-1.2908776,-35.769157,-16.701086,6.0023804,-1.3129776,-36.412052,-16.55423,6.027037,-1.0525596,-35.96478,0.015101373,0.61380434,0.9979737,-0.9989086,-0.32878917,0.6769609,1.3370852,-2.3646452,9001,9001,12.77611,-16.692173,6.061243,-1.3835428,-35.88263,-16.556189,6.0786614,-1.7806855,-35.43126,-16.938793,6.4841437,0.8582468,-37.88755,-4.0751476,0.4705957,-2.7302263,-5.2165833,0.0054903324,0.007965757,0.025777731,-0.014057455,-0.041148562,0.0063746986,-0.026936702,-0.07147067,0.4065796434879303,-9.066376686096191,10000,10,1000.0,0.0,1000,1000,-0.09331393164449864,0.6818781649418496,2.600349043565247,-2.0716344456230744,-93.31393164449858,0.0,-93.31393164449858,-93.31393164449858,-0.031575833,0.73051226,0.9991793,-0.9986603,1,-93.31393164449858,10000,10,1000.0,0.0,1000,1000,0.0003106372168238733,0.008821949899961774,0.20159204264094732,-0.08583491950094793,0.3106372168238635,0.0,0.3106372168238635,0.3106372168238635,0.0048734588,0.007274548,0.016291719,-0.006699905,1,0.3106372168238635,0.7288894460070878,0.005396911990828812,1.0286985370330513,31.269707516999915,33.03269241203088,275.7744740950875,9
