Q_target Mean,Q_target Std,Q_target Max,Q_target Min,Actor Loss,Critic Loss,Actions Mean,Actions Std,Actions Max,Actions Min,Mid Actions Mean,Mid Actions Std,Mid Actions Max,Mid Actions Min,Latent Actions Mean,Latent Actions Std,Latent Actions Max,Latent Actions Min,Latent Actions Norm Mean,Latent Actions Norm Std,Latent Actions Norm Max,Latent Actions Norm Min,Perturbation Norm Mean,Perturbation Norm Std,Perturbation Norm Max,Perturbation Norm Min,Current_Q Mean,Current_Q Std,Current_Q Max,Current_Q Min,Training Epochs,Eval_critic/Reward,Eval_critic/Return,Eval_critic/Average_Q,Eval_critic/Error Mean,Eval_critic/Error Std,Eval_critic/MSE,Eval_critic/Positive Error Percentage,Eval_critic/Positive Error Mean,Eval_critic/Positive Error Std,Eval_critic/Negative Error Mean,Eval_critic/Negative Error Std,AverageReturn
14.501264,5.0320435,23.462793,4.1447124,-14.675971,1.5525365,0.093251936,0.63441384,1.0,-1.0,0.09243837,0.60890687,0.99383354,-0.998761,-0.57303417,1.734659,1.9999992,-2.0,4.460905,0.35325116,4.8773575,3.1923614,0.07897167,0.00861905,0.08660254,0.051291443,14.469555,4.9573274,23.428934,5.3029194,1,340.932693114626,136.26153912970287,14.105075,-122.15646385171452,50.79777495524663,17502.615601159116,0.01579778830963665,5.359418740888485,2.0821187547717424,-124.20326774565677,48.544557958582345,336.76028764764004
25.731785,8.545878,42.434723,12.123527,-26.283726,2.4312544,0.15666763,0.62762487,1.0,-1.0,0.15282245,0.6034521,0.9894664,-0.9997046,-0.48604298,1.8004391,2.0,-2.0,4.5591116,0.28533483,4.8835998,3.4982576,0.08056465,0.0067429305,0.08660256,0.05854554,25.93254,9.005251,43.995567,7.5452714,2,322.1283353436269,132.80342675302353,26.41726,-106.38616660235552,50.21426214235087,13839.488566844875,0.016877637130801686,3.3054708128523584,1.8963632274299316,-108.2692848412432,48.52410744121065,322.72712368392604
37.263386,13.259066,62.48621,4.06704,-37.102432,3.0935304,0.13549092,0.6250471,1.0,-1.0,0.12852073,0.6067051,0.9948236,-0.9981435,-0.41221455,1.8282613,2.0,-2.0,4.5838685,0.25081873,4.8946605,3.8173892,0.08058603,0.007400252,0.08660255,0.056560576,37.332043,12.85198,62.3887,9.91851,3,321.1626179910516,132.7099906222342,36.54224,-96.1677490206135,49.88658800625825,11736.90761459786,0.01694915254237288,2.608842270539223,2.0027466124680595,-97.87079369804718,48.58383816383377,320.245443137969
48.57314,17.024847,76.47866,11.343637,-48.566494,1.5013278,0.13383298,0.64611095,1.0,-1.0,0.12325211,0.6283909,0.98721755,-0.9998067,-0.28528124,1.8304741,2.0,-2.0,4.5263596,0.3227982,4.898947,3.1543307,0.07961872,0.007938473,0.08660256,0.050387137,48.40706,16.977818,76.06686,11.2204895,4,320.0115947497741,132.2227082098559,47.55769,-84.66501900699188,49.24392486598957,9593.12957966152,0.02037351443123939,2.968993847696293,1.820078535142385,-86.4875634684412,48.08626849887574,318.7384254471718
57.651424,20.491285,92.36287,4.003087,-57.859665,3.0373263,0.16195492,0.63798076,1.0,-1.0,0.14582387,0.6227567,0.99295336,-0.9993445,-0.22963043,1.8773572,2.0,-2.0,4.6216054,0.32243255,4.898596,3.5113728,0.080517285,0.006921182,0.08660256,0.057271667,57.64865,20.85538,94.31957,6.644215,5,332.5175570053636,134.97311021482173,57.208736,-77.76437093723509,48.15894632862077,8366.58149874687,0.010612244897959184,1.468632296997663,0.827132445728142,-78.61422988281679,47.708431605181666,334.58353908484276
67.19565,24.228312,106.49389,4.2669387,-67.35698,2.280734,0.061210167,0.6166153,1.0,-1.0,0.055291697,0.6023684,0.9913169,-0.99991584,-0.0825842,1.873709,2.0,-2.0,4.5829844,0.31919798,4.8989286,3.6216235,0.07828751,0.009744719,0.08660251,0.05064599,67.02095,24.103949,103.879456,7.417617,6,323.8257817027267,133.9195102866004,66.28124,-67.63826445388285,45.426999818703635,6638.547130861894,0.008460236886632826,1.7850850799324682,0.1481633055362243,-68.23061385263554,45.16354704453362,320.47940446678655
74.70028,26.713133,115.032684,8.360642,-75.229256,1.6868334,0.033646617,0.597069,1.0,-1.0,0.023631796,0.5816612,0.9845099,-0.9998348,-0.0098410705,1.8932251,2.0,-2.0,4.6279087,0.29808423,4.8988013,3.6082644,0.08120374,0.007245803,0.08660256,0.061090186,75.05784,27.116333,115.55993,7.2990074,7,322.5097235356339,133.3411605340873,74.92468,-58.41648288836121,43.26335411353105,5284.2032821989815,0.00846740050804403,1.3481024028801545,0.2102795826609289,-58.926855094093405,43.092211537314505,322.2623921855336
79.14716,29.881798,124.20888,9.454142,-79.273254,3.409994,0.08550262,0.6220785,1.0,-1.0,0.070352115,0.60348296,0.9915979,-0.998979,0.19196528,1.8938783,2.0,-2.0,4.6559987,0.25185734,4.898979,3.7326336,0.07997856,0.009264507,0.08660256,0.034159668,79.629944,30.205177,125.231445,8.216565,8,324.0229845808009,133.55985640777368,81.94431,-51.61553869938587,41.001525220853104,4345.288905664054,0.014273719563392108,1.2131345443895691,0.6923694078190736,-52.38051948741328,40.79783562338028,324.47896883781755
90.39892,33.687572,134.57631,9.985846,-90.133705,1.72757,0.06629205,0.6087838,1.0,-1.0,0.044916913,0.5946259,0.98986894,-0.9996129,0.2515977,1.874508,2.0,-2.0,4.626557,0.2397066,4.8989787,3.9801993,0.07810544,0.00815967,0.08660256,0.04486177,89.904396,33.91701,134.10345,7.4038115,9,308.07797932211804,128.3867556654968,88.51065,-39.87611206470121,37.392766209377676,2988.3232781857864,0.10782608695652174,1.3007134321759697,0.9230554749560772,-44.85264847952847,36.57072096528542,308.19017452607875
93.15167,35.420555,145.12099,10.034945,-93.70939,2.3651104,0.09263605,0.6057626,1.0,-1.0,0.0798769,0.5920526,0.9909658,-0.9965339,0.43147868,1.8805729,2.0,-2.0,4.7199526,0.24169624,4.8989744,3.6798036,0.07833742,0.009963624,0.08660256,0.050710507,93.14034,35.51186,144.26988,8.325515,10,298.0381985244218,124.11096183031366,96.051056,-28.05990093691851,34.81185591974509,1999.223353166772,0.38258575197889183,5.484864870391552,3.5310017693949507,-48.84618744144826,28.735705889865766,297.5802165274657
99.05921,35.77606,150.964,11.833642,-99.0667,3.5919294,0.12776835,0.6224489,1.0,-1.0,0.11978905,0.6122007,0.98780805,-0.9995236,0.42000005,1.8578033,2.0,-2.0,4.6590443,0.24557328,4.898979,3.5708067,0.08044648,0.007511791,0.08660256,0.05642586,98.53349,35.538258,151.85161,8.913383,11,300.3349979559877,125.28166903883228,101.015114,-24.26655155111761,31.643327994736257,1590.1657307655078,0.3304042179261863,4.921354031466298,2.8808654881802016,-38.66898265223513,29.38499689834114,300.68306109110534
102.18247,40.265263,156.12326,4.3509254,-102.53429,4.4581065,0.067668356,0.58646613,1.0,-1.0,0.05998385,0.57815635,0.98621106,-0.999499,0.40791982,1.8320103,2.0,-2.0,4.589261,0.27321702,4.898947,3.785551,0.08118793,0.0070539056,0.08660256,0.059285674,102.42439,40.279922,156.33646,5.02369,12,326.8742008471512,133.2249526278335,106.92478,-26.300166612708658,27.89019853016454,1469.5619379082275,0.11248966087675766,1.7801272973565976,1.3114427334419958,-29.85927189860696,27.633845085501083,325.76452671276996
