Q_target Mean,Q_target Std,Q_target Max,Q_target Min,Actor Loss,Critic Loss,Actions Mean,Actions Std,Actions Max,Actions Min,Mid Actions Mean,Mid Actions Std,Mid Actions Max,Mid Actions Min,Latent Actions Mean,Latent Actions Std,Latent Actions Max,Latent Actions Min,Latent Actions Norm Mean,Latent Actions Norm Std,Latent Actions Norm Max,Latent Actions Norm Min,Perturbation Norm Mean,Perturbation Norm Std,Perturbation Norm Max,Perturbation Norm Min,Current_Q Mean,Current_Q Std,Current_Q Max,Current_Q Min,Training Epochs,Eval_critic/Reward,Eval_critic/Return,Eval_critic/Average_Q,Eval_critic/Error Mean,Eval_critic/Error Std,Eval_critic/MSE,Eval_critic/Positive Error Percentage,Eval_critic/Positive Error Mean,Eval_critic/Positive Error Std,Eval_critic/Negative Error Mean,Eval_critic/Negative Error Std,AverageReturn
11.446502,4.98858,26.959106,-2.3220074,-12.321285,2.4661245,0.3383691,0.64539325,1.0,-1.0,0.32089823,0.61480373,0.99449795,-0.99843305,-0.07154132,1.9389029,2.0,-2.0,6.7188473,0.17502575,6.9281864,6.2617664,0.11754556,0.0070226523,0.122474514,0.09121003,11.27683,4.582703,24.766455,-1.2127988,1,-7.9501716272356875,-3.632878687724635,2.2944934,5.92737186111807,5.12036710929999,61.351896513975426,1.0,5.92737186111807,5.12036710929999,0,0,-7.5481094362393675
23.234583,8.096138,49.51121,1.5800973,-24.482151,6.3407,0.5091513,0.5108687,1.0,-1.0,0.46957412,0.50057954,0.9986678,-0.99874616,-0.37679097,1.9140012,2.0,-2.0,6.7555513,0.16431235,6.92811,6.2419252,0.117597125,0.0068271435,0.1224745,0.08792011,23.744377,8.103332,51.242687,4.080454,2,-15.277565158172944,-13.324632433717467,7.0045214,20.329153474899943,9.055997526714323,495.2855722098923,0.9872881355932204,20.62048181190841,8.739668491789528,-2.2973473660910653,0.8177275207748034,-15.477131450377277
32.307484,13.036296,59.321068,-5.5450172,-32.705784,27.777388,0.41714767,0.54487145,1.0,-1.0,0.3926097,0.53398925,0.9931816,-0.9967782,-0.124082334,1.8665074,2.0,-2.0,6.4689274,0.3793662,6.9281354,4.9156227,0.11180213,0.008266089,0.12247448,0.08586701,32.048874,12.1697645,53.99187,-5.161354,3,-32.93113483900858,-24.276542002569794,6.4628997,30.739441767381653,17.57286855869043,1253.7189895512581,0.9165628891656289,33.97461959333172,14.51962558167005,-4.799228081860825,2.687054814162171,-33.47297071149167
44.92636,13.0474,70.77815,5.409961,-45.016407,9.040337,0.31208134,0.5935508,1.0,-1.0,0.31308228,0.5738862,0.9888325,-0.9984285,0.21235327,1.8252444,2.0,-2.0,6.3538904,0.38393843,6.928154,4.8946114,0.10992479,0.009544843,0.12247439,0.080566995,44.088722,12.957899,69.2151,4.7284064,4,354.3716375614357,72.35278558869186,33.732937,-38.61984559822054,36.75971595623608,2842.7691912135515,0.15009968669894616,28.086444323631614,14.809617209366234,-50.400748677582506,25.030763669648195,317.9437619970231
51.69489,15.627281,91.69319,0.2373101,-53.544647,48.936733,0.2569803,0.64570075,1.0,-1.0,0.25920072,0.62232554,0.9894353,-0.9952411,0.5624748,1.7787174,2.0,-2.0,6.4544196,0.32097897,6.9281874,4.78124,0.111064024,0.008424,0.122427665,0.08650483,52.310963,14.202176,89.217575,12.713789,5,18.031292039882555,-1.556941986751849,31.798939,33.35588254572897,17.79632261440426,1429.3239990004229,0.9850187265917603,33.896317235702384,17.377985844609817,-2.177698320023306,1.536914884395932,57.75193537926158
61.723602,19.032648,102.29608,-0.5724906,-62.120144,20.174543,0.21737128,0.6279601,1.0,-1.0,0.21907395,0.60671693,0.9994784,-0.99675256,0.27423698,1.8128211,2.0,-2.0,6.3415585,0.3506652,6.9114513,5.286508,0.11253792,0.007839143,0.12245977,0.08781192,60.71554,19.139042,97.27069,-4.833107,6,434.52852118962255,79.54487110862088,51.087254,-28.457618100908107,51.0131526598753,3412.1777722768757,0.3286493288590604,34.05074297235471,19.65377350100482,-59.057618663795594,28.949422214825052,499.4830081943813
75.26546,19.357138,126.79695,25.757486,-75.7689,23.760216,0.20128414,0.6213441,1.0,-1.0,0.20327725,0.5987512,0.9957667,-0.99911743,0.33050403,1.82929,2.0,-2.0,6.4323826,0.3014549,6.9186306,5.4341125,0.11073311,0.007020358,0.12243332,0.08950748,75.758156,18.554678,127.48558,34.684277,7,172.05473146180282,34.2878677320859,50.032173,15.74430541389655,44.08760444865643,2191.6000189872425,0.6510131108462456,42.90162187395329,26.68644284966917,-34.915961835020745,17.286919735984963,200.20558692853226
81.80044,25.682575,146.04315,-13.766344,-82.33908,50.402153,0.26205227,0.6167294,1.0,-1.0,0.25997546,0.59417707,0.99666375,-0.99746776,0.32439488,1.845868,2.0,-2.0,6.4857173,0.29155558,6.9272428,5.6880674,0.11305213,0.008227492,0.122473165,0.08262955,81.576775,25.247175,139.89026,-13.386698,8,297.3354864177114,90.08362183404925,75.37138,-14.712237923856126,48.67441991707034,2585.649098991444,0.39481409001956946,38.69603392357463,22.05130342822058,-49.55498277500941,22.862466948378547,293.6989552766424
86.47961,27.5637,140.9784,-8.465074,-88.12554,17.275463,0.33658546,0.60359967,1.0,-1.0,0.3310223,0.5775162,0.9976037,-0.9985343,0.030745111,1.8694458,2.0,-2.0,6.4671717,0.35351166,6.9280233,5.2729077,0.1120322,0.009601587,0.12247436,0.083987184,87.00606,28.049732,139.38033,-8.689562,9,495.8963716583985,150.55716107667456,93.90606,-56.65110439689253,53.652810746736286,6087.971730412717,0.17886530965786054,39.261880785744744,20.266741222995442,-77.543542624967,31.23852803801296,431.4873886555256
97.07093,28.523697,159.25102,3.6168857,-99.53743,29.179317,0.2925191,0.62679726,1.0,-1.0,0.28666106,0.59927404,0.9964231,-0.9952533,0.0956404,1.8687707,2.0,-2.0,6.4733996,0.33544192,6.9278016,5.241291,0.11236852,0.00804555,0.12247222,0.08804892,97.74023,28.50325,163.86485,10.41023,10,350.64304251340246,87.18657697571733,89.56905,2.382474736900048,41.055998291948356,1691.2711816204335,0.5157384987893463,34.72912428380482,25.18952288848792,-32.06670703055353,22.448531900698985,280.5357999436074
