replay_buffer/size,trainer/QF1 Loss,trainer/QF2 Loss,trainer/Num Q Updates,trainer/Num Policy Updates,trainer/Policy Loss,trainer/Q1 Predictions Mean,trainer/Q1 Predictions Std,trainer/Q1 Predictions Max,trainer/Q1 Predictions Min,trainer/Q2 Predictions Mean,trainer/Q2 Predictions Std,trainer/Q2 Predictions Max,trainer/Q2 Predictions Min,trainer/Q Targets Mean,trainer/Q Targets Std,trainer/Q Targets Max,trainer/Q Targets Min,trainer/MMD Loss Mean,trainer/MMD Loss Std,trainer/MMD Loss Max,trainer/MMD Loss Min,trainer/Action Divergence Mean,trainer/Action Divergence Std,trainer/Action Divergence Max,trainer/Action Divergence Min,trainer/Raw Action Divergence Mean,trainer/Raw Action Divergence Std,trainer/Raw Action Divergence Max,trainer/Raw Action Divergence Min,trainer/Alpha,exploration/num steps total,exploration/num paths total,evaluation/num steps total,evaluation/num paths total,evaluation/path length Mean,evaluation/path length Std,evaluation/path length Max,evaluation/path length Min,evaluation/Rewards Mean,evaluation/Rewards Std,evaluation/Rewards Max,evaluation/Rewards Min,evaluation/Returns Mean,evaluation/Returns Std,evaluation/Returns Max,evaluation/Returns Min,evaluation/Actions Mean,evaluation/Actions Std,evaluation/Actions Max,evaluation/Actions Min,evaluation/Num Paths,evaluation/Average Returns,time/evaluation sampling (s),time/logging (s),time/saving (s),time/training (s),time/epoch (s),time/total (s),Epoch
999000,19.223043,15.193366,0,0,0.51322144,-0.116728604,0.37084338,0.61141485,-1.215535,0.35466623,0.38869464,1.327183,-0.29630914,3.9720063,1.6095794,7.238253,-1.593466,0.5632214,0.15802467,1.0282162,0.22198449,4.208905,1.9064151,12.096939,0.18510284,19.715002,20.9802,187.47089,0.47561044,1.0010005235671997,0,0,5000,5,1000.0,0.0,1000,1000,-0.4135744055302692,0.8151140015750474,2.6500882431403676,-3.398865918967291,-413.57440553026925,74.34742312196737,-308.2946665518487,-514.2614748501085,0.009680551,0.7597239,1.0,-1.0,5,-413.57440553026925,4.744944672100246,0.009162776870653033,0.03597302595153451,66.13710889196955,70.92718936689198,77.60896690515801,0
999000,0.62212205,0.55929923,0,0,0.21751286,17.340282,4.097267,24.448336,-0.0325481,17.312084,4.0533085,24.290142,0.09845868,17.581772,4.1712117,24.274473,-0.849553,0.15979746,0.08334164,0.5042099,0.046898376,0.18026981,0.41195235,2.800322,0.00025783115,0.703145,0.8414048,5.9629936,0.031252645,1.9830873012542725,0,0,10000,10,1000.0,0.0,1000,1000,1.1778302894169044,2.02359558206994,7.469242537855644,-3.4676253500418737,1177.8302894169042,1027.8665635627792,3158.156872043735,349.1208874588786,-0.081976175,0.70988196,0.9990432,-0.99948794,5,1177.8302894169042,5.192135605961084,0.009535514982417226,0.03476108517497778,74.43046388705261,79.66689609317109,157.27926624938846,1
999000,2.0233238,1.9827423,0,0,0.956362,35.148132,7.85186,46.664944,3.9949665,35.03748,7.7977657,46.38377,3.6107492,34.799866,8.099291,45.660484,-0.074708104,0.15355271,0.10163586,0.95887583,0.04230808,0.21769038,0.53269523,5.4742656,0.00012687981,0.7566252,1.8281271,25.036848,0.027618626,9.252167701721191,0,0,15000,15,1000.0,0.0,1000,1000,2.036068393780752,2.108092859748718,7.5298231155341,-2.86227431322997,2036.0683937807535,1128.4553554932406,3322.0591270882956,572.4022713713088,-0.086759016,0.75110537,0.9998604,-0.99970955,5,2036.0683937807535,4.91593275195919,0.006386831169947982,0.026754935970529914,85.10659178579226,90.05566630489193,247.3385027954355,2
999000,10.212099,10.036997,0,0,6.030335,52.657066,10.2940645,68.77243,5.079171,52.750328,10.326353,68.45182,4.7106395,52.478653,10.784614,68.27525,3.6445866,0.13784994,0.069320895,0.3675364,0.024331866,0.096949846,0.22361171,1.6768928,8.4295985e-05,0.5028628,0.5443241,3.0576317,0.0062706945,68.78067016601562,0,0,20000,20,1000.0,0.0,1000,1000,2.6274713574670607,2.0849624920700065,7.496497219418524,-2.2929555250841873,2627.4713574670614,1266.7160951311766,3753.825879681406,938.9763382011814,-0.09019814,0.77012587,0.9999982,-0.99982244,5,2627.4713574670614,4.898703003069386,0.005113082006573677,0.01748118200339377,55.56330980081111,60.484607067890465,307.82573662814684,3
999000,3.4452567,3.9304755,0,0,79.2344,70.20632,14.574873,88.32597,3.4615715,70.216385,14.672012,88.06557,3.7685103,70.25253,14.369804,87.72563,4.4661465,0.18068096,0.08682321,0.61225694,0.06160514,0.15315616,0.37411672,4.7228923,3.3913682e-05,0.8347639,1.0083525,8.416137,0.054675587,607.6617431640625,0,0,25000,25,1000.0,0.0,1000,1000,2.6145923784758542,2.089493382451144,7.713794145078737,-1.9631332826075352,2614.5923784758556,567.4015604227262,3137.6888206525236,1547.909938896165,-0.10419205,0.75722694,0.99999994,-0.999973,5,2614.5923784758556,4.900527128018439,0.01222590496763587,0.04586325795389712,75.85930937016383,80.8179256611038,388.64594138925895,4
999000,27.522575,27.868546,0,0,557.91534,85.39334,18.691778,108.63358,7.8518167,85.330215,18.720846,108.46398,7.258169,84.73778,18.915524,110.38856,7.20037,0.1504738,0.07827086,0.5336047,0.02557398,0.12098845,0.28569672,3.429192,1.0591501e-05,0.60331845,0.7654743,6.257174,0.013451396,5564.6396484375,0,0,30000,30,1000.0,0.0,1000,1000,3.1268579818907383,2.060541794623379,7.827591032822579,-1.9663682986684647,3126.8579818907374,976.3408160801706,4059.934867219989,1315.84447086433,-0.08178443,0.8083486,1.0,-0.9999116,5,3126.8579818907374,4.96877795108594,0.007561475969851017,0.027980842161923647,72.39665033202618,77.4009706012439,466.0513924607076,5
999000,30.25678,31.363012,0,0,1877.7399,100.37566,21.254223,126.2911,12.032752,100.42957,21.30412,127.02783,10.7015705,99.9691,21.473177,126.07778,11.225517,0.13524926,0.07691682,0.44216427,0.026270686,0.11482508,0.2581251,1.9633281,2.8960301e-05,0.49712288,0.6478813,4.3446703,0.007497822,22026.466796875,0,0,35000,35,1000.0,0.0,1000,1000,3.696394183441302,1.9000723133790078,7.567296061855279,-1.9165498163150851,3696.3941834413026,325.98110684100914,4040.4906352333637,3191.660372248904,-0.100204654,0.85611176,1.0,-0.9999304,5,3696.3941834413026,4.724585631862283,0.0051491891499608755,0.01786620798520744,59.44687226577662,64.19447329477407,530.2488000977319,6
999000,10.602891,10.419676,0,0,2273.3403,115.09294,25.261131,144.98846,4.063225,114.897514,25.334824,144.80504,5.998569,114.24303,25.16313,144.43329,7.6309834,0.1532095,0.11372394,1.3499402,0.04682206,0.1230964,0.32491013,3.331336,4.70286e-05,0.9875978,6.1180086,99.60918,0.03801979,22026.466796875,0,0,40000,40,1000.0,0.0,1000,1000,2.896524460911152,2.129691994584769,7.721295396184314,-1.4832063151323212,2896.524460911153,1247.9116348914306,3982.798212564886,1333.9713681295334,-0.087556414,0.8006967,1.0,-0.99998426,5,2896.524460911153,4.661461225012317,0.008735002018511295,0.03255894314497709,64.58634879300371,69.28910396317951,599.5400916708168,7
999000,9.426062,9.182113,0,0,1594.6895,130.115,24.683771,159.83678,11.18373,130.23383,24.652784,159.73254,12.704993,130.34119,24.92635,160.3896,10.746182,0.12239879,0.07321092,0.58819467,0.035787035,0.07846108,0.23417422,2.976554,1.6407872e-05,0.42056417,0.7442627,8.450642,0.022043267,22026.466796875,0,0,45000,45,1000.0,0.0,1000,1000,3.8689618002626514,1.746513479357422,7.6569917668818785,-1.6820054548024472,3868.9618002626544,68.53080466858044,3986.1323355957866,3793.9220808888786,-0.09300306,0.863402,1.0,-0.9999843,5,3868.9618002626544,4.805507439887151,0.012213610811159015,0.04548862692900002,79.46150361490436,84.32471329253167,683.8682140812743,8
999000,19.665352,20.605156,0,0,1569.3677,143.04785,27.497965,174.37639,15.012337,142.71681,27.510849,173.82817,12.463811,142.3841,28.090054,171.3486,14.731102,0.12124918,0.09441776,0.8707279,0.019391555,0.083016455,0.24431022,1.8561425,2.3348224e-05,0.50260735,1.4509785,20.11254,0.0052795033,22026.466796875,0,0,50000,50,1000.0,0.0,1000,1000,3.5985005117434934,1.9619476680583794,7.78911096504371,-2.5462350604940185,3598.5005117434944,797.5861895162918,4358.330383389645,2056.8625867926607,-0.0821176,0.8405798,1.0,-0.9999882,5,3598.5005117434944,4.653434767154977,0.005456625949591398,0.019233613973483443,56.470832174876705,61.148957181954756,745.0214271245059,9
